id	isv	addition	partOfSpeech	type	en	sameInLanguages	genesis	protoslavic	irregularity	cognates	etm_info	related_words
25440	dvuglåvy		adj.	1	two-headed							
22994	dvujęzyčnosť		f.sg.	1	bilingualism							
22993	dvujęzyčny		adj.	1	bilingual							
7370	dvukolesny		adj.	1	two-wheel							
1800	dvukråtno		adv.	1	twice							
7410	dvukråtny		adj.	1	double							
7380	dvulicevy		adj.	1	insincere, double-faced, two-faced, deceitful							
17359	dvuličny		adj.	1	insincere, double-faced, two-faced, deceitful	ru pl sh						
7381	dvumotorovy		adj.	1	twin-engine							
17361	dvupěv		m.	1	duet	v j						
17362	dvusmysľnosť		f.	1	ambiguity							
17363	dvusmysľny		adj.	1	ambiguous							
2882	dvustrånny		adj.	1	bilateral, two-sided							
7371	dvustųpny		adj.	5	two-stage							
7389	dvutonovy		adj.	1	two-ton		I					
25456	dvuvlasťje		n.sg.	1	diarchy							
31872	dvuvyměrny		adj.	1	two-dimensional	v pl bg cs~						
17365	dvuznačnosť		f.	1	ambiguity	v z						
17367	dvuznačny		adj.	1	ambiguous	v z						
22852	dvuznačny		adj.		consisting of two digits							
25457	dvuženec		m.anim.	1	bigamist							
17364	dvuženstvo		n.sg.	1	bigamy							
7057	dyh		m.	1	breath			dyxъ	1			
3468	dyhańje		n.sg.	1	breathing							
25459	dyhati		v.intr. ipf.	1	breathe			dyxati	1			
25460	dyhavica		f.sg.		dyspnoea			dyxavica	1			
23454	dyhovy instrument		m.	1	wind instrument							
25461	dyhtěti	#(dyhti)	v.intr. ipf.		pant			dyxъtěti	1			
2027	dym		m.	1	smoke			dymъ	1	{'Old East Slavic': ['дꙑмъ'], 'Belarusian': ['дым'], 'Russian': ['дым'], 'Ukrainian': ['дим']}	Inherited from Proto-Balto-Slavic *dū́ˀmas, from Proto-Indo-European *dʰuh₂mós.  	
5582	dymiti cigaretojų		v.ipf.	1	smoke a cigarette							
1257	dymiti		v.intr. ipf.	1	smoke							
25463	dymnik		m.		flue, stovepipe							
2310	#dynja		f.	1	melon							
17368	dyšati	(dyše)	v.intr. ipf.	1	breathe			dyšati	1			
35481	dyšnik		m.	2	trachea	cs sh mk						
35482	dyšno grlo		n.	2	trachea	v						
5049	džaz		m.sg.	1	jazz		E					
475	đban		m.	2	pitcher	z		čьbanъ	 ?	{'Belarusian': ['жбан'], 'Russian': ['жбан'], '→ Yakut': ['жбан'], 'Ukrainian': ['джбан', 'чобан'], 'Bulgarian': ['джибан', 'джубан'], 'Cyrillic': ['джбан', 'жбан'], 'Latin': ['džban', 'žban'], 'Old Czech': ['čbán'], 'Czech': ['džbán'], 'Kashubian': ['zbón'], 'Old Polish': ['czban', 'dzban', 'zban'], 'Polish': ['dzban'], '→ Belarusian': ['збан'], '→ Ukrainian': ['збан'], 'Silesian': ['zbōn'], 'Slovak': ['džbán']}	Possible cognates include Ancient Greek κύμβη (kúmbē), Avestan 𐬑𐬎𐬨𐬠𐬀‎ (xumba), German Humpen, Latin cumba, Latvian ciba and Sanskrit कुम्भ (kumbhá).  	
7426	đbanȯk		m.	1	jug							
17369	džem		m.	1	jam		E					
3291	džentelmen		m.anim.	2	gentleman		E					
35893	džin		m.	1	genie, jinn	v z j	I					
19683	džinsy		m.pl.	1	jeans		E					
37049	džokej		m.anim.	2	jockey	pl sk yu mg	E	!	!	!	!	!
31851	džoker		m.anim.	1	joker (cards)		E					
507	Džordžija		f.sg.	1	Georgia							
23583	džudo		n.sg.	1	judo		I					
21286	džungla		f.	1	jungle		I					
36326	ebenovo drěvo		n.	1	ebony	v z j	I					
22074	edem		m.	2	edema, oedema	cs yu	I					
16932	edukacija		f.sg.	1	education		I					
16933	edukacijny		adj.	1	educative		I					
3580	efekt		m.	1	effect		I					
19684	efektivnosť		f.sg.	1	effectiveness, efficiency		I					
480	efektivny		adj.	1	effective, efficient		I					
19685	egalitarny		adj.	1	egalitarian		I					
36741	Egejsko morje		n.	1	Aegean Sea	v z j	I					
35865	Egipćan, Egipćanin		m.anim.	1	Egyptian	v z j						
4756	Egipt		m.sg.	1	Egypt							
4757	egiptsky		adj.	1	Egyptian							
22393	egoist		m.anim.	1	egoist		I					
22394	egoističny		adj.	1	egoistic		I					
22392	egoizm		m.sg.	1	egoism		I					
17370	egotizm		m.sg.	1	egotism		I					
3600	egzistencija		f.sg.	1	existence		I					
15832	egzistovańje		n.sg.	1	existence		I					
4087	egzistovati		v.intr. ipf.	1	exist		I					
35789	egzotičny		adj.		exotic	v z j	I					
23998	eho		n.	1	echo		I					
14558	ejakulacija		f.	1	ejaculation	v z j	I					
17558	ejakulat		m.	1	ejaculate	v z j	I					
14559	ejakulovati		v.intr. ipf.	1	ejaculate	v z j	I					
5883	ekipa		f.	1	crew, squad, team	v pl j	F					
2519	ekolog		m.anim.	1	ecologist, environmentalist		I					
35267	ekologičny		adj.	1	ecological, environmental	v z j						
23540	ekologija		f.sg.	1	ecology		I					
16795	ekonom		m.anim.	1	economist		I					
1778	ekonomičny		adj.	1	economic		I					
17371	ekonomija		f.	1	economy		I					
15834	ekonomika		f.sg.	1	economy, economics		I					
37035	ekosistema		f.	1	ecosystem	v z j	I	!	!	!	!	!
7438	ekran		m.	1	screen, monitor		F					
15836	ekskavator		m.	1	backhoe		I					
26665	ekskavator		m.	1	excavator (machine)							
2077	ekskluzivny		adj.	1	exclusive		I					
3597	ekskursija		f.	1	excursion		I					
3582	ekspansija		f.sg.	1	expansion		I					
35716	ekspedicija		f.	1	expedition		I					
4851	eksperiment		m.	1	experiment		I					
20374	eksperimentaľny		adj.	1	experimental							
4852	eksperimentovati		v.intr. ipf.	1	experiment		I					
1049	ekspert		m.anim.	1	expert		I					
5639	eksploatacija		f.sg.	1	exploitation		I					
5638	eksploatovati		v.tr. ipf.	1	exploit		I					
4802	eksplodovati		v.intr. ipf.	1	explode		I					
4797	eksplozija		f.	1	explosion		I					
4799	eksplozivny		adj.	1	explosive		I					
35974	eksponenciaľny		adj.	1	exponential		I					
4960	eksport		m.sg.	1	export		I					
371	eksportovati		v.tr. ipf.	1	export		I					
25473	eksterier		m.		exterior		F					
25474	ekstragovati		v.tr. ipf./pf.		extract		I					
35131	ekstrakt		m.	1	extract	v z j	I					
35128	ekstrapolacija		f.	1	extrapolation	v z j	I					
16905	ekstremist		m.anim.	1	extremist		I					
1685	ekstremističny		adj.	1	extremist		I					
16906	ekstremizm		m.sg.	1	extremism		I					
35683	ekumeničny		adj.	1	ecumenical	v z j	I					
22436	Ekvador		m.sg.	1	Ecuador							
22437	ekvadorsky		adj.	1	Ecuadorian							
34928	ekvator		m.	1	equator	v j	I					
35285	ekvivalent		m.	1	equivalent	v z j	I					
36133	ekvivalentny		adj.	1	equivalent, tantamount	v z j	I					
37124	ekzamen		m.	2	exam, examination	v pl	I	!	!	!	!	!
23228	elastičnosť		f.sg.	1	elasticity		I					
19686	elastičny		adj.	1	elastic		I					
21287	elegantny		adj.	1	elegant		I					
53	električnosť		f.sg.	1	electricity		I					
4444	električny		adj.	1	electric		I					
23675	elektrifikacija		f.sg.	1	electrification		I					
36373	elektrik		m.anim.	1	electrician	v z j	I					
23674	elektrokucija		f.	1	electrocution		I					
4660	elektron		m.	1	electron		I					
23542	elektronična pošta		f.sg.	1	email		I					
4445	elektroničny		adj.	1	electronic		I					
2302	elektronika		f.sg.	1	electronics		I					
35	elektrostancija		f.	1	power plant, power station		I					
2922	elektrošokovo orųžje		n.	1	taser		I					
36374	elektrotehnik		m.anim.	1	electrotechnician, electrical engineer	v z j	I					
23541	elektrotehnika		f.sg.	1	electrical engineering		I					
17372	element		m.	1	element		I					
35208	elementarny		adj.	1	elementary	v z j	I					
35169	eliminovati		v.tr. ipf./pf.	1	eliminate	v z j	I					
17373	elisa		f.	2	propeller	j						
19687	elita		f.	1	elite		I					
1314	elizija		f.sg.	1	elision		I					
35750	emancipacija		f.sg.	1	emancipation		I					
6082	embargo		n.	1	embargo		I					
37257	emblema		f.	1	emblem	v z j	I	!	!	!	!	!
4957	emigracija		f.	1	emigration		I					
4963	emigrant		m.anim.	1	emigrant, emigré		I					
2213	emigrovati		v.intr. ipf.	1	emigrate		I					
35971	eminencija		f.	1	eminence (title)	v z j	I					
2522	emisija		f.	1	emission		I					
5300	emocija		f.	1	emotion		I					
561	emocionaľny		adj.	1	emotional		I					
37306	empiričny		adj.	1	empirical	v z j	I	!	!	!	!	!
19688	enciklopedičny		adj.	1	encyclopaedic, encyclopedic		I					
19689	enciklopedija		f.	1	encyclopaedia, encyclopedia		I					
33567	endemičny		adj.	1	endemic		I					
35673	energetičny		adj.		energy		I					
2936	energetika		f.sg.	1	energetics		I					
35674	energičny		adj.		energetic		I					
1909	energija		f.sg.	1	energy		I					
485	entitet		m.	1	entity		I					
37010	entropija		f.	1	entropy (physics)	v z j	I	!	!	!	!	!
37342	entropija		f.	1	entropy (physics)	v z j	I	!	!	!	!	!
3586	entuziast		m.anim.	1	enthusiast		I					
7448	entuziastično		adv.	1	enthusiastically		I					
7449	entuziastičny		adj.	1	enthusiastic, enthused		I					
7452	entuziazm		m.sg.	1	enthusiasm		I					
7451	entuziazmovati		v.tr. ipf.	1	enthuse		I					
23543	enzim		m.	1	enzyme		I					
6172	eparhija		f.	1	eparchy		I					
7453	epicentr zemjetręseńja		m.	1	earthquake epicenter		I					
35019	epicentr		m.	1	epicenter		I					
35919	epičsky		adj.		epic	v z j	I					
33566	epidemija		f.	1	epidemic		I					
25475	epigraf		m.	1	epigraph		I					
36993	epilepsija		f.	1	epilepsy	v z j	I	!	!	!	!	!
37138	epilog		m.	1	epilogue	v z j	I	!	!	!	!	!
6171	episkop		m.anim.	1	bishop		I					
35894	episkopaľny		adj.		episcopal							
35603	epitet		m.	1	epithet	v z j	I					
35581	epizod		m.	1	episode	v z j	I					
4698	epoha		f.	2	epoch, era, age		I					
4497	era		f.	1	era, age		I					
6105	erotičny		adj.	1	erotic		I					
23695	erupcija		f.	1	eruption		I					
25478	esej		m.	1	essay		F					
15858	eskadron		m.	1	force		I					
35367	eskalacija		f.	1	escalation	v z j	I					
35366	eskalovati		v.intr. ipf./pf.	1	escalate		I					
486	eskortovati		v.tr. ipf.	1	escort		I					
31775	esperantist		m.anim.	1	Esperantist		I					
7456	esperanto		n.	1	Esperanto		I					
7455	esperantsky		adj.	1	Esperanto		I					
35110	estetičny		adj.	1	aesthetic, aesthetical	v z j	I					
35109	estetika		f.sg.	1	aesthetics	v z j	I					
488	Estonija		f.sg.	1	Estonia		I					
4435	estonsky		adj.	1	Estonian		I					
23240	estrada		f.	1	stage, estrade		I					
33598	estuarij		m.	1	estuary	v z j	I					
23244	etap		m.	1	stage, phase		I					
2524	etaž		m.	1	storey		I					
23545	etičny		adj.	1	ethical		I					
23544	etika		f.sg.	1	ethics		I					
23696	etiketa		f.	1	etiquette		I					
4369	etimologičny		adj.	1	etymological		I					
4368	etimologija		f.sg.	1	etymology		I					
22776	Etiopija		f.sg.	1	Ethiopia							
22777	etiopsky		adj.	1	Ethiopian							
6173	etnična čistka		f.	1	ethnic cleansing		I					
35224	etničnosť		f.	1	ethnicity	v z j	I					
1734	etničny		adj.	1	ethnic	v z j	I					
20863	etnograf		m.anim.	1	ethnographer	v z j	I					
37443	etnografičny		adj.	1	etnographical	v z j	I	!	!	!	!	!
20864	etnografija		f.sg.	1	ethnography		I					
5052	evakuacija		f.	1	evacuation		I					
5053	evakuovati		v.tr. ipf.	1	evacuate		I					
17376	evangeľje		n.	1	gospel	v z j	I					
19690	eventuaľno		adv.	1	possibly, conceivably	v z j	I					
2033	eventuaľny		adj.	1	possible, conceivable	v z j	I					
25481	Evfrat		m.sg.	1	Euphrates	v z j	I					
37231	evgenika		f.	1	eugenics	v z j	I	!	!	!	!	!
37243	evnuh		m.anim.	1	eunuch	v z j	I	!	!	!	!	!
23546	evolucija		f.sg.	1	evolution	v z j	I					
25482	Evrazija		f.sg.	1	Eurasia	v z j	I					
946	evro		n.	1	euro [€]	v z j	I					
1555	Evropa		f.sg.	1	Europe		I					
3038	Evropejec		m.anim.	1	European	v z j	I					
35822	Evropejka		f.	1	European	v z j	I					
7467	Evropejska Unija		f.sg.	1	European Union		I					
1906	Evropejsky Sȯjųz		m.sg.	2	European Union							
1905	evropejsky, evropsky		adj.	1	European		I					
490	fabrika		f.	1	factory		I					
35570	fabrikant		m.anim.	2	manufacturer	v sh bm						
25487	fabrikovati		v.tr. ipf.	1	fabricate		I					
23437	fagot		m.	1	bassoon		I					
34759	fajka		f.	1	pipe (tobacco)	v z						
14562	fajl		m.	2	file (computer)		E					
37280	fajny		adj.	3	cool, nice	ub pl	G	!	!	!	!	!
36201	faklja		f.	1	torch	v z j	G					
5180	faks		m.	1	fax		I					
2525	fakt		m.	1	fact		I					
35391	faktičny		adj.	1	factual	v z j	I					
16781	faktor		m.	1	factor		I					
35537	faktura		f.	1	invoice	v z j	I					
35167	fakultativny		adj.	1	optional	v z j	I					
35530	fakultet		m.	1	faculty	v cs j	I					
35487	falsifikacija		f.	1	falsification	v z j	I					
35486	falsifikovati		v.tr. ipf./pf.	1	falsify	v z j	I					
5301	falšivy		adj.	1	false, fake		D					
768	fanat		m.	1	fan		I					
19691	fanatično		adv.	1	fanatically		I					
687	fanatičny		adj.	1	fanatic		I					
23457	fanfara		f.	1	fanfare		I					
3959	fantastičny		adj.	1	fantastic		I					
35909	fantastika		f.sg.	2	fantasy (genre)	v pl	I					
19692	fantazija		f.	1	fantasy		I					
25491	fantom		m.anim.	1	phantom		I					
32516	faraon		m.anim.	1	pharaoh		I					
5095	farba		f.	2	paint, dye	ub pl sk sh	D					
5096	farbovati		v.tr. ipf.	2	paint, dye	ub pl sk sh	D					
36484	Farerske ostrovy		m.pl.	1	Faeroe Islands	v z j						
36485	farersky		adj.	1	Faeroese	v z j						
6269	farsa		f.	1	farce		F					
34923	fartuh		m.	2	apron	v pl	D					
31794	fasada		f.	1	facade		F					
23273	fasolja		f.	1	common bean, kidney bean, haricot							
5303	fašist		m.anim.	1	fascist		I					
35751	fašističny		adj.	1	fascist		I					
5302	fašizm		m.sg.	1	fascism		I					
31793	fataľny		adj.	1	fatal		I					
25493	fatamorgana		f.	1	fata morgana		I					
140	#faul		m.	1	foul		E					
19693	faza		f.	1	phase		I					
23470	fazan		m.anim.	1	pheasant	v j	I					
23246	fazovańje		n.sg.	1	phasing		I					
3063	federacija		f.	1	federation		I					
37290	federalist		m.anim.	1	federalist	v z j	I	!	!	!	!	!
37289	federalizm		m.	1	federalism	v z j	I	!	!	!	!	!
3013	federaľny		adj.	1	federal		I					
1320	federativny		adj.	1	federative		I					
35959	fehtovańje		n.sg.	1	fencing	v pl bg	D					
33198	fejerverk		m.	1	firework	v pl bg	D					
23555	feminizm		m.sg.	1	feminism	v z j	I					
32719	feniks		m.anim.	1	phoenix		I					
19694	fenomen		m.	1	phenomenon		I					
413	fermer		m.anim.	1	farmer		I					
2139	festival		m.	1	festival		I					
34782	feudalizm		m.sg.	1	feudalism		I					
34783	feudaľny		adj.	1	feudal		I					
2303	fevruaŕ		m.	1	February		I					
17377	fialka		f.	1	violet (flower), viola (flower)							
25497	figa		f.	1	fig	v z sl	I					
1673	figura		f.	1	figure, shape		I					
17378	fikcija		f.sg.	1	fiction		I					
17379	fiktivny		adj.	1	fictional		I					
36605	filantrop		m.anim.	1	philanthropist	v z j	I					
36606	filantropičny		adj.	1	philanthropic	v z j	I					
36607	filantropija		f.sg.	1	philanthropy	v z j	I					
37225	filharmoničny		adj.	1	philharmonic	v z j	I	!	!	!	!	!
37224	filharmonija		f.	1	philharmonic orchestra, philharmonic society	v z j	I	!	!	!	!	!
7482	filial		m.	1	subsidiary, branch (of a company)		I					
7483	filiaľny		adj.	1	subsidiary, filial		I					
36487	filipinsky		adj.	1	Philippine, Filipino	v z j						
36486	Filipiny		f.pl.	1	Philippines	v z j						
36288	film črtany		m.	2	cartoon (animated film)	ru be yu mk						
36287	film rysovany		m.	1	cartoon (animated film)	ub z sl bg						
37499	film užasov		m.	2	horror film	v bm		!	!	!	!	!
418	film		m.	1	film, movie		I					
35177	filmografija		f.	1	filmography	v z j	I					
495	filmovati		v.tr. ipf./pf.	1	film		I					
35344	filolog		m.	1	philologist		I					
37427	filologičny		adj.	1	philological	v z j	I	!	!	!	!	!
35343	filologija		f.sg.	1	philology		I					
2526	filozof		m.anim.	1	philosopher		I					
496	filozofija		f.	1	philosophy		I					
36442	filozofsky		adj.	1	philosophical	v z j	I					
4949	filtr		m.	1	filter		I					
4950	filtrovati		v.tr. ipf.	1	filter		I					
37217	final		m.	1	finale, end	v z j	I	!	!	!	!	!
17380	financije		f.pl.	1	finances	v z j	I					
15874	finančnik		m.anim.	3	financier	cs	I					
2527	finansist		m.anim.	1	financier	v pl bg	I					
5150	finansovati		v.tr. ipf.	1	finance	v z j	I					
1931	finansovy		adj.	1	financial	v z j	I					
36073	finik		m.	2	date (fruit)	v bg						
35937	finitny		adj.		finite (verb)		I					
3028	Finlandija		f.sg.	1	Finland	v z j						
4434	finsky		adj.	1	Finnish							
5274	fioletovy		adj.	1	purple, violet	v z j	I					
16780	firma		f.	1	company, firm		I					
36528	fiskaľny		adj.	1	fiscal	v z j	I					
35490	fitilj		m.	2	wick, candlewick	ru bm	T					
3027	fizičny		adj.	1	physical	v z j	I					
2498	fizika		f.sg.	1	physics	v z j	I					
32498	fizioterapija		f.sg.	1	physiotherapy	v z j	I					
32499	fizioterapist		m.anim.	1	physiotherapist	v z j	I					
36087	fjuzelaž		m.	2	fuselage	v bg	F					
20375	flamingo		m.anim.	1	flamingo	v z j	I					
19695	flavorizacija		f.	1	flavourisation, flavorization		I					
32277	flegma		f.sg.	1	phlegm		I					
32278	flegmatičny		adj.	1	phlegmatic	v z j	I					
37277	flegmatik		m.anim.	1	phlegmatic	v z j	I	!	!	!	!	!
23434	flejta		f.	1	flute		I					
23465	flejta-pikolo		f.	1	piccolo		I					
35542	fleka		f.	2	stain, spot	cs sh mk	D					
19696	fleksibiľny		adj.	1	flexible		I					
25504	fleksija		f.	1	inflection		I					
16746	fleška		f.	1	flash drive	v cz bg	E					
32902	flirtovati		v.intr. ipf.	1	flirt		I					
16744	fljaška		f.	1	bottle	ub z sh						
36009	flomaster		m.	1	marker pen	v pl j	E					
32384	flota		f.	1	fleet		I					
32385	flotilja		f.	1	flotilla		I					
22604	fluor		m.sg.	1	fluorine		I					
25506	fokus		m.	1	focus		I					
25507	fokus		m.	2	trick	v bg	I					
36784	folija		f.	1	foil	v z j	I					
17382	folklor		m.	1	folklore	v z j	E					
35792	folklorny		adj.		folkloric	v z j	E					
34950	fon		m.	2	background	v bg	F					
1016	fond		m.	1	fund		I					
25508	fonema		f.	1	phoneme		I					
2678	fonetičny		adj.	1	phonetic		I					
35945	fonetika		f.sg.		phonetics		I					
36416	fonologičny		adj.	1	phonologic	v z j	I					
2499	fonologija		f.sg.	1	phonology		I					
36417	font		m.	2	font	z yu	E					
37132	fontana		f.	1	fountain	v z j	I	!	!	!	!	!
2001	forma		f.	1	form		I					
19697	formalizacija		f.sg.	1	formalisation, formalization		I					
19698	formalizovati		v.tr. ipf.	1	formalise, formalize		I					
35600	formaľnosť		f.	1	formality	v z j	I					
20376	formaľny		adj.	1	formal		I					
35048	format		m.	1	format	v z j	I					
25511	formovańje		n.	1	formation, forming, shaping		I					
25512	formovati		v.tr. ipf./pf.	1	form, shape		I					
5181	formula		f.	1	formula		I					
5182	formulaŕ		m.	1	form		I					
19699	formulovati		v.tr. ipf.	1	formulate		I					
23430	fortepiano		n.	1	piano	v pl bg	I					
2306	fortifikacija		f.sg.	1	fortification		I					
3026	forum		m.	1	forum		I					
22611	fosfor		m.sg.	1	phosphorus		I					
34932	fotka		f.	1	photo	v z j	I					
37101	fotograf		m.anim.	1	photographer	v z j	I	!	!	!	!	!
4398	fotografičny		adj.	1	photographic		I					
807	fotografija		f.	1	photo, photography		I					
4396	fotografovati		v.tr. ipf.	1	photograph		I					
19700	fragment		m.	1	fragment		I					
19701	fragmentacija		f.sg.	1	fragmentation		I					
36463	fragmentarny		adj.	1	fragmentary	v z j	I					
21288	frak		m.	1	tail-coat, dress-coat							
1342	frakcija		f.	1	faction		I					
1188	Francija		f.sg.	1	France							
20377	Francuz		m.anim.	1	Frenchman							
19702	francuzskojęzyčny		adj.	1	French-speaking							
1020	francuzsky		adj.	1	French							
21290	frank		m.	1	franc		I					
35780	franksky		adj.		Frankish							
14563	fraze		n.indecl.	2	cliche		I					
17383	fraznik		m.	5	phrasebook		I					
35648	freska		f.	1	fresco	v z j	I					
19703	freudovsky		adj.	1	Freudian							
36027	frizer		m.anim.	2	hairdresser, barber, friseur	pl j	F					
19704	front		m.	1	front		I					
34678	frustracija		f.	1	frustration		I					
34677	frustrovany		adj.	1	frustrated		I					
34676	frustrovati		v.tr. ipf./pf.	1	frustrate		I					
17384	fundacija		f.	1	foundation		I					
19705	fundament		m.	2	foundation		I					
23559	fundamentalističny		adj.	1	fundamentalist		I					
23558	fundamentalizm		m.sg.	1	fundamentalism		I					
2583	funikulor		m.	1	funicular railway		I					
1289	funkcija		f.	1	function		I					
35303	funkcionaľny		adj.	1	functional	v z j	I					
227	funkcionovati		v.intr. ipf.	1	function		I					
5723	funt		m.	1	pound [£]		I					
7499	funt		m.	1	pound [lb]		I					
25518	furgon		m.	1	van	v pl bg	F					
2585	futbol		m.sg.	1	football, soccer		E					
17386	futro		n.	2	fur	ub pl						
